91.58%,91.58%,91.58%,91.58%,-%,91.58%,-%,91.58%,91.58%,91.58%,91.58%,-%
Health ID,Health ID,Health ID,Health ID,Health ID,Health ID,Health ID,Health ID,Health ID,Health ID,Health ID,Health ID
Created,Created,Created,Created,Created,Created,Created,Created,Created,Created,Created,Created
"18,55,330","18,55,330","18,55,330","18,55,330",-,"18,55,330",-,"18,55,330","18,55,330","18,55,330","18,55,330",-
1.86%,1.86%,1.86%,1.86%,-%,1.86%,-%,1.86%,1.86%,1.86%,1.86%,-%
Aspirational Districts & North East Region,Aspirational Districts & North East Region,Aspirational Districts & North East Region,Aspirational Districts & North East Region,Aspirational Districts & North East Region,Aspirational Districts & North East Region,Aspirational Districts & North East Region,Aspirational Districts & North East Region,Aspirational Districts & North East Region,Aspirational Districts & North East Region,Aspirational Districts & North East Region,Aspirational Districts & North East Region
Adolescent Girls,Adolescent Girls,Adolescent Girls,Adolescent Girls,Adolescent Girls,Adolescent Girls,Adolescent Girls,Adolescent Girls,Adolescent Girls,Adolescent Girls,Adolescent Girls,Adolescent Girls
Total,Total,Total,Total,Total,Total,Total,Total,Total,Total,Total,Total
"18,89,107","18,89,107","18,89,107","18,89,107",-,"18,89,107",-,"18,89,107","18,89,107","18,89,107","18,89,107",-
72.75%,72.75%,72.75%,72.75%,-,72.75%,-,72.75%,72.75%,72.75%,72.75%,-
Aadhaar Verified,Aadhaar Verified,Aadhaar Verified,Aadhaar Verified,Aadhaar Verified,Aadhaar Verified,Aadhaar Verified,Aadhaar Verified,Aadhaar Verified,Aadhaar Verified,Aadhaar Verified,Aadhaar Verified
Adolescent Girls,Adolescent Girls,Adolescent Girls,Adolescent Girls,Adolescent Girls,Adolescent Girls,Adolescent Girls,Adolescent Girls,Adolescent Girls,Adolescent Girls,Adolescent Girls,Adolescent Girls
"13,74,319","13,74,319","13,74,319","13,74,319",-,"13,74,319",-,"13,74,319","13,74,319","13,74,319","13,74,319",-
Take Home Ration (THR),Take Home Ration (THR),Take Home Ration (THR),Take Home Ration (THR),Take Home Ration (THR),Take Home Ration (THR),Take Home Ration (THR),Take Home Ration (THR),Take Home Ration (THR),Take Home Ration (THR),Take Home Ration (THR),Take Home Ration (THR)
Given For Atleast 21 Days,Given For Atleast 21 Days,Given For Atleast 21 Days,Given For Atleast 21 Days,Given For Atleast 21 Days,Given For Atleast 21 Days,Given For Atleast 21 Days,Given For Atleast 21 Days,Given For Atleast 21 Days,Given For Atleast 21 Days,Given For Atleast 21 Days,Given For Atleast 21 Days
"62,118","62,118","62,118","62,118",-,"62,118",-,"62,118","62,118","62,118","62,118",-
Key Services,Key Services,Key Services,Key Services,Key Services,Key Services,Key Services,Key Services,Key Services,Key Services,Key Services,Key Services
Report for Feb 2023,Report for Feb 2023,Report for Feb 2023,Report for Feb 2023,Report for Feb 2023,Report for Feb 2023,Report for Feb 2023,Report for Feb 2023,Report for Feb 2023,Report for Feb 2023,Report for Feb 2023,Report for Feb 2023
Hot Cooked Meal (HCM),Hot Cooked Meal (HCM),Hot Cooked Meal (HCM),Hot Cooked Meal (HCM),Hot Cooked Meal (HCM),Hot Cooked Meal (HCM),Hot Cooked Meal (HCM),Hot Cooked Meal (HCM),Hot Cooked Meal (HCM),Hot Cooked Meal (HCM),Hot Cooked Meal (HCM),Hot Cooked Meal (HCM)
Given For Atleast 15 Days,Given For Atleast 15 Days,Given For Atleast 15 Days,Given For Atleast 15 Days,Given For Atleast 15 Days,Given For Atleast 15 Days,Given For Atleast 15 Days,Given For Atleast 15 Days,Given For Atleast 15 Days,Given For Atleast 15 Days,Given For Atleast 15 Days,Given For Atleast 15 Days
"1,17,11,756","1,17,11,756","1,17,11,756","1,17,11,756",-,"1,17,11,756",-,"1,17,11,756","1,17,11,756","1,17,11,756","1,17,11,756",-
Hot Cooked Meal (HCM),Hot Cooked Meal (HCM),Hot Cooked Meal (HCM),Hot Cooked Meal (HCM),Hot Cooked Meal (HCM),Hot Cooked Meal (HCM),Hot Cooked Meal (HCM),Hot Cooked Meal (HCM),Hot Cooked Meal (HCM),Hot Cooked Meal (HCM),Hot Cooked Meal (HCM),Hot Cooked Meal (HCM)
Given For Atleast 21 Days,Given For Atleast 21 Days,Given For Atleast 21 Days,Given For Atleast 21 Days,Given For Atleast 21 Days,Given For Atleast 21 Days,Given For Atleast 21 Days,Given For Atleast 21 Days,Given For Atleast 21 Days,Given For Atleast 21 Days,Given For Atleast 21 Days,Given For Atleast 21 Days
"61,01,074","61,01,074","61,01,074","61,01,074",-,"61,01,074",-,"61,01,074","61,01,074","61,01,074","61,01,074",-
Take Home Ration (THR),Take Home Ration (THR),Take Home Ration (THR),Take Home Ration (THR),Take Home Ration (THR),Take Home Ration (THR),Take Home Ration (THR),Take Home Ration (THR),Take Home Ration (THR),Take Home Ration (THR),Take Home Ration (THR),Take Home Ration (THR)
Given For Atleast 21 Days,Given For Atleast 21 Days,Given For Atleast 21 Days,Given For Atleast 21 Days,Given For Atleast 21 Days,Given For Atleast 21 Days,Given For Atleast 21 Days,Given For Atleast 21 Days,Given For Atleast 21 Days,Given For Atleast 21 Days,Given For Atleast 21 Days,Given For Atleast 21 Days
"1,65,89,893","1,65,89,893","1,65,89,893","1,65,89,893",-,"1,65,89,893",-,"1,65,89,893","1,65,89,893","1,65,89,893","1,65,89,893",-
* Data on dashboard is provisional and subject to reconciliation of offline data sync from Poshan Tracker Mobile App,* Data on dashboard is provisional and subject to reconciliation of offline data sync from Poshan Tracker Mobile App,* Data on dashboard is provisional and subject to reconciliation of offline data sync from Poshan Tracker Mobile App,* Data on dashboard is provisional and subject to reconciliation of offline data sync from Poshan Tracker Mobile App,* Data on dashboard is provisional and subject to reconciliation of offline data sync from Poshan Tracker Mobile App,* Data on dashboard is provisional and subject to reconciliation of offline data sync from Poshan Tracker Mobile App,* Data on dashboard is provisional and subject to reconciliation of offline data sync from Poshan Tracker Mobile App,* Data on dashboard is provisional and subject to reconciliation of offline data sync from Poshan Tracker Mobile App,* Data on dashboard is provisional and subject to reconciliation of offline data sync from Poshan Tracker Mobile App,* Data on dashboard is provisional and subject to reconciliation of offline data sync from Poshan Tracker Mobile App,* Data on dashboard is provisional and subject to reconciliation of offline data sync from Poshan Tracker Mobile App,* Data on dashboard is provisional and subject to reconciliation of offline data sync from Poshan Tracker Mobile App
Support,सहायता,મદદ,सपोर्ट,ಸಹಾಯ,പിന്തുണ,ஆதரவு,సహాయంగా,সহায়তা,পৃষ্ঠপোষকতা,ਸਹਿਯੋਗ,ସମର୍ଥନ କର
14408,14408,14408,14408,14408,14408,14408,14408,14408,14408,14408,14408
support-poshantrackr@gov.in,support-poshantrackr@gov.in,support-poshantrackr@gov.in,support-poshantrackr@gov.in,support-poshantrackr@gov.in,support-poshantrackr@gov.in,support-poshantrackr@gov.in,support-poshantrackr@gov.in,support-poshantrackr@gov.in,support-poshantrackr@gov.in,support-poshantrackr@gov.in,support-poshantrackr@gov.in
Download Mobile App,मोबाइल एप्प डाउनलोड करें,મોબાઈલ એપ ડાઉનલોડ કરો,मोबाइल ॲप डाउनलोड करा,ಮೊಬೈಲ್ ಅಪ್ಲಿಕೇಶನ್ ಡೌನ್ಲೋಡ್ ಮಾಡಿ,മൊബൈൽ ആപ്പ് ഡൗൺലോഡ് ചെയ്യുക,மொபைல் பயன்பாட்டைப் பதிவிறக்கவும்,మొబైల్ యాప్ డౌన్ లోడ్ చేసుకోండి,মোবাইল অ্যাপটি ডাউনলোড করুন,মোবাইল এপ ডাউনলোড কৰক,ਮੋਬਾਈਲ ਐਪ ਡਾਊਨਲੋਡ ਕਰੋ,ମୋବାଇଲ୍ ଆପ୍ ଡାଉନଲୋଡ୍ କରନ୍ତୁ
Powered By,Powered By,Powered By,Powered By,Powered By,Powered By,Powered By,Powered By,Powered By,Powered By,Powered By,Powered By
About,के बारे में,વિશે,विषयी,ಬಗ್ಗೆ,കുറിച്,பற்றி,గురించి,বিষয়,ইয়াৰ বিষয়ে,ਦੇ ਬਾਰੇ,ବିଷୟରେ
Resources,स्रोत,સંસાધનો,संसाधने,ಸಂಪನ್ಮೂಲಗಳು,വിഭവങ്ങൾ,வளங்கள்,వనరులు,সংস্থান,সমল,ਸਰੋਤ,ଉତ୍ସଗୁଡ଼ିକ
Dashboard,डैशबोर्ड,ડેશબોર્ડ,डॅशबोर्ड,ಡ್ಯಾಶ್ ಬೋರ್ಡ್,ഡാഷ്ബോർഡ്,டாஷ்போர்டு,డాష్బోర్డ్,ড্যাশবোর্ড,ডেশ্ববৰ্ড,ਡੈਸ਼ਬੋਰਡ,ଡ୍ୟାସବୋର୍ଡ
Helpdesk,हेल्पडेस्क,હેલ્પડેસ્ક,हेल्पडेस्क,ಸಹಾಯವಾಣಿ,ഹെൽപ്പ് ഡെസ്ക്,உதவி மேசை,హెల్ప్ డెస్క్,হেল্পডেস্ক,হেল্পডেস্ক,ਹੈਲਪਡੈਸਕ,ସହାୟତା ଡେସ୍କ
FAQ,अक्सर पूछे जाने वाले प्रश्न,વારંવાર પૂછાતા પ્રશ્નો,एफएक्यू,ಪದೇ ಪದೇ ಕೇಳಲಾಗುವ ಪ್ರಶ್ನೆಗಳು,പതിവുചോദ്യങ്ങൾ,அடிக்கடி கேட்கப்படும் கேள்விகள்,తరచూ అడిగే ప్రశ్నలు,সচরাচর জিজ্ঞাস্য প্রশ্ন,সঘনাই সোধা প্ৰশ্ন সমূহ,ਅਕਸਰ ਪੁੱਛੇ ਜਾਣ ਵਾਲੇ ਪ੍ਰਸ਼ਨ,ପ୍ରାୟତଃ ପଚରାଯାଇଥିବା ପ୍ରଶ୍ନ
Poshan Calculator,पोषण कैल्कुलेटर/ मापक,પોષણ કેલ્ક્યુલેટર,पोषण कॅल्क्युलेटर,ಪೋಷನ್ ಕ್ಯಾಲ್ಕುಲೇಟರ್,പോഷൻ കാൽക്കുലേറ്റർ,போஷன் கால்குலேட்டர்,పోషణ్ కాలిక్యులేటర్,পোশান ক্যালকুলেটর,পোষণ কেলকুলেটৰ,ਪੋਸ਼ਣ ਕੈਲਕੁਲੇਟਰ (ਗਣਨ ਯੰਤਰ),ପୃଷ୍ଟିକର କାଲ୍କୁଲେଟର୍
Terms of Service,सेवा की शर्तें,સેવાની શરતો,सेवा अटी,ಸೇವೆಗಳ ನಿಯಮಗಳು,സേവന നിബന്ധനകൾ,சேவை விதிமுறைகள்,సేవా నిబంధనలు,পরিষেবা পাওয়ার শর্ত,Terms of Service,ਸੇਵਾ ਦੀਆਂ ਸ਼ਰਤਾਂ,ସେବାର ସର୍ତ୍ତାବଳୀ
Privacy Policy,गोपनियता नीति,પ્રાઇવસી પોલિસી,गोपनीयता धोरण,ಗೌಪ್ಯತಾ ನೀತಿ,സ്വകാര്യതാനയം,தனியுரிமைக் கொள்கை,గోప్యతా విధానం,গোপনীয়তা নীতি,Privacy Policy,ਗੋਪਨੀਅਤਾ ਨੀਤੀ,ଗୋପନୀୟତା ନୀତି
Careers,अवसर,કારકિર્દ,करिअर,ವೃತ್ತಿಗಳು,തൊഴിലവസരങ്ങൾ,தொழில்,కెరీర్ లు,কেরিয়ার,কেৰিয়াৰ,ਕਰੀਅਰ,ବୃତ୍ତି
Copyright@2023  Poshan Tracker. All rights reserved,Copyright@2023  Poshan Tracker. All rights reserved,Copyright@2023  Poshan Tracker. All rights reserved,Copyright@2023  Poshan Tracker. All rights reserved,Copyright@2023  Poshan Tracker. All rights reserved,Copyright@2023  Poshan Tracker. All rights reserved,Copyright@2023  Poshan Tracker. All rights reserved,Copyright@2023  Poshan Tracker. All rights reserved,Copyright@2023  Poshan Tracker. All rights reserved,Copyright@2023  Poshan Tracker. All rights reserved,Copyright@2023  Poshan Tracker. All rights reserved,Copyright@2023  Poshan Tracker. All rights reserved
